release_id,year,month,state,district,department,scheme,from_level,to_level,from_entity,to_entity,amount_released,amount_received,absorption_ratio,gap_amount
193,2023,1,Madhya Pradesh,Jabalpur,Agriculture,PMKSY,Central,State,Central Government,Madhya Pradesh,4540303.17,3607724.9,0.7946,932578.27
194,2023,1,Madhya Pradesh,Jabalpur,Agriculture,PMKSY,State,District,Madhya Pradesh,Jabalpur,3478213.81,2267447.58,0.6519,1210766.23
195,2023,1,Madhya Pradesh,Jabalpur,Agriculture,PMKSY,District,Department,Jabalpur,Agriculture - PMKSY,2239174.18,1614444.58,0.721,624729.6
196,2023,1,Madhya Pradesh,Jabalpur,Education,SSA,Central,State,Central Government,Madhya Pradesh,6250803.77,5857628.21,0.9371,393175.56
197,2023,1,Madhya Pradesh,Jabalpur,Education,SSA,State,District,Madhya Pradesh,Jabalpur,5673703.98,5376401.89,0.9476,297302.09
198,2023,1,Madhya Pradesh,Jabalpur,Education,SSA,District,Department,Jabalpur,Education - SSA,5199196.64,4758304.76,0.9152,440891.88
199,2023,1,Madhya Pradesh,Jabalpur,Health,NHM,Central,State,Central Government,Madhya Pradesh,5635918.32,5289872.94,0.9386,346045.38
200,2023,1,Madhya Pradesh,Jabalpur,Health,NHM,State,District,Madhya Pradesh,Jabalpur,5223979.92,4939273.01,0.9455,284706.91
201,2023,1,Madhya Pradesh,Jabalpur,Health,NHM,District,Department,Jabalpur,Health - NHM,4717777.21,4308274.15,0.9132,409503.06
202,2023,1,Madhya Pradesh,Jabalpur,Infrastructure,PMGSY,Central,State,Central Government,Madhya Pradesh,9673347.6,9067796.04,0.9374,605551.56
203,2023,1,Madhya Pradesh,Jabalpur,Infrastructure,PMGSY,State,District,Madhya Pradesh,Jabalpur,8759513.46,8027218.13,0.9164,732295.33
204,2023,1,Madhya Pradesh,Jabalpur,Infrastructure,PMGSY,District,Department,Jabalpur,Infrastructure - PMGSY,7782067.56,6078572.97,0.7811,1703494.59
205,2023,1,Madhya Pradesh,Jabalpur,Rural Development,MGNREGS,Central,State,Central Government,Madhya Pradesh,6329436.35,5455341.19,0.8619,874095.16
206,2023,1,Madhya Pradesh,Jabalpur,Rural Development,MGNREGS,State,District,Madhya Pradesh,Jabalpur,5269672.37,4971935.88,0.9435,297736.49
207,2023,1,Madhya Pradesh,Jabalpur,Rural Development,MGNREGS,District,Department,Jabalpur,Rural Development - MGNREGS,4959656.98,4251913.93,0.8573,707743.05
208,2023,1,Madhya Pradesh,Jabalpur,Social Welfare,PMAY,Central,State,Central Government,Madhya Pradesh,4552306.33,3326370.24,0.7307,1225936.09
209,2023,1,Madhya Pradesh,Jabalpur,Social Welfare,PMAY,State,District,Madhya Pradesh,Jabalpur,3208818.11,2179429.26,0.6792,1029388.85
210,2023,1,Madhya Pradesh,Jabalpur,Social Welfare,PMAY,District,Department,Jabalpur,Social Welfare - PMAY,2143743.12,1528274.47,0.7129,615468.65
211,2023,1,Madhya Pradesh,Jabalpur,Urban Development,AMRUT,Central,State,Central Government,Madhya Pradesh,4552111.63,4487471.64,0.9858,64639.99
212,2023,1,Madhya Pradesh,Jabalpur,Urban Development,AMRUT,State,District,Madhya Pradesh,Jabalpur,4283562.3,4132352.55,0.9647,151209.75
213,2023,1,Madhya Pradesh,Jabalpur,Urban Development,AMRUT,District,Department,Jabalpur,Urban Development - AMRUT,3937627.58,3730902.13,0.9475,206725.45
214,2023,1,Madhya Pradesh,Jabalpur,Water Supply,JJM,Central,State,Central Government,Madhya Pradesh,3948517.09,3900345.18,0.9878,48171.91
215,2023,1,Madhya Pradesh,Jabalpur,Water Supply,JJM,State,District,Madhya Pradesh,Jabalpur,3773762.4,3569601.85,0.9459,204160.55
216,2023,1,Madhya Pradesh,Jabalpur,Water Supply,JJM,District,Department,Jabalpur,Water Supply - JJM,3416642.93,3273485.59,0.9581,143157.34
217,2023,1,Madhya Pradesh,Ujjain,Agriculture,PMKSY,Central,State,Central Government,Madhya Pradesh,4438085.44,2965528.69,0.6682,1472556.75
218,2023,1,Madhya Pradesh,Ujjain,Agriculture,PMKSY,State,District,Madhya Pradesh,Ujjain,2829723.31,2111539.53,0.7462,718183.78
219,2023,1,Madhya Pradesh,Ujjain,Agriculture,PMKSY,District,Department,Ujjain,Agriculture - PMKSY,2013644.65,1456469.18,0.7233,557175.47
220,2023,1,Madhya Pradesh,Ujjain,Education,SSA,Central,State,Central Government,Madhya Pradesh,6255401.24,4157339.66,0.6646,2098061.58
221,2023,1,Madhya Pradesh,Ujjain,Education,SSA,State,District,Madhya Pradesh,Ujjain,3967107.64,3164165.05,0.7976,802942.59
222,2023,1,Madhya Pradesh,Ujjain,Education,SSA,District,Department,Ujjain,Education - SSA,3065169.53,2009525.14,0.6556,1055644.39
223,2023,1,Madhya Pradesh,Ujjain,Health,NHM,Central,State,Central Government,Madhya Pradesh,5973901.5,5886085.15,0.9853,87816.35
224,2023,1,Madhya Pradesh,Ujjain,Health,NHM,State,District,Madhya Pradesh,Ujjain,5881965.2,5560221.7,0.9453,321743.5
225,2023,1,Madhya Pradesh,Ujjain,Health,NHM,District,Department,Ujjain,Health - NHM,5386814.95,4610036.23,0.8558,776778.72
226,2023,1,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,Central,State,Central Government,Madhya Pradesh,7768072.49,7011462.23,0.9026,756610.26
227,2023,1,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,State,District,Madhya Pradesh,Ujjain,6809609.95,6249860.01,0.9178,559749.94
228,2023,1,Madhya Pradesh,Ujjain,Infrastructure,PMGSY,District,Department,Ujjain,Infrastructure - PMGSY,5972115.44,4952675.33,0.8293,1019440.11
229,2023,1,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,Central,State,Central Government,Madhya Pradesh,6114131.55,5569362.43,0.9109,544769.12
230,2023,1,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,State,District,Madhya Pradesh,Ujjain,5306572.98,4433111.07,0.8354,873461.91
231,2023,1,Madhya Pradesh,Ujjain,Rural Development,MGNREGS,District,Department,Ujjain,Rural Development - MGNREGS,4237505.86,3665018.82,0.8649,572487.04
232,2023,1,Madhya Pradesh,Ujjain,Social Welfare,PMAY,Central,State,Central Government,Madhya Pradesh,5170964.97,3904078.55,0.755,1266886.42
233,2023,1,Madhya Pradesh,Ujjain,Social Welfare,PMAY,State,District,Madhya Pradesh,Ujjain,3896694.48,2678977.46,0.6875,1217717.02
234,2023,1,Madhya Pradesh,Ujjain,Social Welfare,PMAY,District,Department,Ujjain,Social Welfare - PMAY,2583299.4,1886583.55,0.7303,696715.85
235,2023,1,Madhya Pradesh,Ujjain,Urban Development,AMRUT,Central,State,Central Government,Madhya Pradesh,4551868.7,4503163.7,0.9893,48705.0
236,2023,1,Madhya Pradesh,Ujjain,Urban Development,AMRUT,State,District,Madhya Pradesh,Ujjain,4280742.19,4231513.65,0.9885,49228.54
237,2023,1,Madhya Pradesh,Ujjain,Urban Development,AMRUT,District,Department,Ujjain,Urban Development - AMRUT,4029069.56,3886440.5,0.9646,142629.06
238,2023,1,Madhya Pradesh,Ujjain,Water Supply,JJM,Central,State,Central Government,Madhya Pradesh,3364522.83,2788180.07,0.8287,576342.76
239,2023,1,Madhya Pradesh,Ujjain,Water Supply,JJM,State,District,Madhya Pradesh,Ujjain,2659058.97,1913724.74,0.7197,745334.23
240,2023,1,Madhya Pradesh,Ujjain,Water Supply,JJM,District,Department,Ujjain,Water Supply - JJM,1910787.42,1296469.26,0.6785,614318.16
241,2023,1,Maharashtra,Aurangabad,Agriculture,PMKSY,Central,State,Central Government,Maharashtra,5723151.27,5631008.53,0.9839,92142.74
242,2023,1,Maharashtra,Aurangabad,Agriculture,PMKSY,State,District,Maharashtra,Aurangabad,5477434.33,5320779.71,0.9714,156654.62
243,2023,1,Maharashtra,Aurangabad,Agriculture,PMKSY,District,Department,Aurangabad,Agriculture - PMKSY,5210191.11,5028355.44,0.9651,181835.67
244,2023,1,Maharashtra,Aurangabad,Education,SSA,Central,State,Central Government,Maharashtra,8358203.95,7733846.11,0.9253,624357.84
245,2023,1,Maharashtra,Aurangabad,Education,SSA,State,District,Maharashtra,Aurangabad,7714670.61,7398369.11,0.959,316301.5
246,2023,1,Maharashtra,Aurangabad,Education,SSA,District,Department,Aurangabad,Education - SSA,7197006.5,6429805.61,0.8934,767200.89
247,2023,1,Maharashtra,Aurangabad,Health,NHM,Central,State,Central Government,Maharashtra,8498195.83,7791995.76,0.9169,706200.07
248,2023,1,Maharashtra,Aurangabad,Health,NHM,State,District,Maharashtra,Aurangabad,7583052.77,6864937.67,0.9053,718115.1
249,2023,1,Maharashtra,Aurangabad,Health,NHM,District,Department,Aurangabad,Health - NHM,6722028.93,5750023.55,0.8554,972005.38
250,2023,1,Maharashtra,Aurangabad,Infrastructure,PMGSY,Central,State,Central Government,Maharashtra,11950451.71,11450922.83,0.9582,499528.88
251,2023,1,Maharashtra,Aurangabad,Infrastructure,PMGSY,State,District,Maharashtra,Aurangabad,11278106.48,9808569.21,0.8697,1469537.27
252,2023,1,Maharashtra,Aurangabad,Infrastructure,PMGSY,District,Department,Aurangabad,Infrastructure - PMGSY,9469941.9,8157407.95,0.8614,1312533.95
253,2023,1,Maharashtra,Aurangabad,Rural Development,MGNREGS,Central,State,Central Government,Maharashtra,7063569.33,6874972.03,0.9733,188597.3
254,2023,1,Maharashtra,Aurangabad,Rural Development,MGNREGS,State,District,Maharashtra,Aurangabad,6844353.37,6714995.09,0.9811,129358.28
255,2023,1,Maharashtra,Aurangabad,Rural Development,MGNREGS,District,Department,Aurangabad,Rural Development - MGNREGS,6698140.42,6405431.68,0.9563,292708.74
256,2023,1,Maharashtra,Aurangabad,Social Welfare,PMAY,Central,State,Central Government,Maharashtra,7015923.85,6864379.89,0.9784,151543.96
257,2023,1,Maharashtra,Aurangabad,Social Welfare,PMAY,State,District,Maharashtra,Aurangabad,6841291.03,6727041.47,0.9833,114249.56
258,2023,1,Maharashtra,Aurangabad,Social Welfare,PMAY,District,Department,Aurangabad,Social Welfare - PMAY,6405898.79,5901754.56,0.9213,504144.23
259,2023,1,Maharashtra,Aurangabad,Urban Development,AMRUT,Central,State,Central Government,Maharashtra,5266100.19,5123388.87,0.9729,142711.32
260,2023,1,Maharashtra,Aurangabad,Urban Development,AMRUT,State,District,Maharashtra,Aurangabad,5120129.4,4531314.52,0.885,588814.88
261,2023,1,Maharashtra,Aurangabad,Urban Development,AMRUT,District,Department,Aurangabad,Urban Development - AMRUT,4439358.45,3891985.55,0.8767,547372.9
262,2023,1,Maharashtra,Aurangabad,Water Supply,JJM,Central,State,Central Government,Maharashtra,5070934.81,5003998.47,0.9868,66936.34
263,2023,1,Maharashtra,Aurangabad,Water Supply,JJM,State,District,Maharashtra,Aurangabad,4963548.32,4781882.45,0.9634,181665.87
264,2023,1,Maharashtra,Aurangabad,Water Supply,JJM,District,Department,Aurangabad,Water Supply - JJM,4641969.23,4334206.67,0.9337,307762.56
265,2023,1,Maharashtra,Nagpur,Agriculture,PMKSY,Central,State,Central Government,Maharashtra,5907023.29,5832004.09,0.9873,75019.2
266,2023,1,Maharashtra,Nagpur,Agriculture,PMKSY,State,District,Maharashtra,Nagpur,5777445.99,5719671.53,0.99,57774.46
267,2023,1,Maharashtra,Nagpur,Agriculture,PMKSY,District,Department,Nagpur,Agriculture - PMKSY,5718709.72,5420193.07,0.9478,298516.65
268,2023,1,Maharashtra,Nagpur,Education,SSA,Central,State,Central Government,Maharashtra,7601387.77,7517012.37,0.9889,84375.4
269,2023,1,Maharashtra,Nagpur,Education,SSA,State,District,Maharashtra,Nagpur,7460502.25,7105382.34,0.9524,355119.91
270,2023,1,Maharashtra,Nagpur,Education,SSA,District,Department,Nagpur,Education - SSA,6910177.64,6402279.58,0.9265,507898.06
271,2023,1,Maharashtra,Nagpur,Health,NHM,Central,State,Central Government,Maharashtra,9775700.39,9600715.35,0.9821,174985.04
272,2023,1,Maharashtra,Nagpur,Health,NHM,State,District,Maharashtra,Nagpur,9230436.31,8986752.79,0.9736,243683.52
273,2023,1,Maharashtra,Nagpur,Health,NHM,District,Department,Nagpur,Health - NHM,8815163.43,8267741.78,0.9379,547421.65
274,2023,1,Maharashtra,Nagpur,Infrastructure,PMGSY,Central,State,Central Government,Maharashtra,10016328.38,9187978.02,0.9173,828350.36
275,2023,1,Maharashtra,Nagpur,Infrastructure,PMGSY,State,District,Maharashtra,Nagpur,8967607.9,8074434.15,0.9004,893173.75
276,2023,1,Maharashtra,Nagpur,Infrastructure,PMGSY,District,Department,Nagpur,Infrastructure - PMGSY,7880713.74,6818393.53,0.8652,1062320.21
277,2023,1,Maharashtra,Nagpur,Rural Development,MGNREGS,Central,State,Central Government,Maharashtra,6544961.32,6220985.73,0.9505,323975.59
278,2023,1,Maharashtra,Nagpur,Rural Development,MGNREGS,State,District,Maharashtra,Nagpur,6182618.92,5628038.0,0.9103,554580.92
279,2023,1,Maharashtra,Nagpur,Rural Development,MGNREGS,District,Department,Nagpur,Rural Development - MGNREGS,5384348.24,4587464.7,0.852,796883.54
280,2023,1,Maharashtra,Nagpur,Social Welfare,PMAY,Central,State,Central Government,Maharashtra,7062353.22,6938055.8,0.9824,124297.42
281,2023,1,Maharashtra,Nagpur,Social Welfare,PMAY,State,District,Maharashtra,Nagpur,6835400.25,6497731.48,0.9506,337668.77
282,2023,1,Maharashtra,Nagpur,Social Welfare,PMAY,District,Department,Nagpur,Social Welfare - PMAY,6217150.17,5724130.16,0.9207,493020.01
283,2023,1,Maharashtra,Nagpur,Urban Development,AMRUT,Central,State,Central Government,Maharashtra,6127712.33,5840322.62,0.9531,287389.71
284,2023,1,Maharashtra,Nagpur,Urban Development,AMRUT,State,District,Maharashtra,Nagpur,5662848.08,5174144.29,0.9137,488703.79
285,2023,1,Maharashtra,Nagpur,Urban Development,AMRUT,District,Department,Nagpur,Urban Development - AMRUT,5149349.45,4502591.16,0.8744,646758.29
286,2023,1,Maharashtra,Nagpur,Water Supply,JJM,Central,State,Central Government,Maharashtra,4817420.02,4675306.13,0.9705,142113.89
287,2023,1,Maharashtra,Nagpur,Water Supply,JJM,State,District,Maharashtra,Nagpur,4534238.77,4226817.38,0.9322,307421.39
288,2023,1,Maharashtra,Nagpur,Water Supply,JJM,District,Department,Nagpur,Water Supply - JJM,4197729.21,3847218.82,0.9165,350510.39
289,2023,1,Maharashtra,Nashik,Agriculture,PMKSY,Central,State,Central Government,Maharashtra,5051913.61,4993816.6,0.9885,58097.01
290,2023,1,Maharashtra,Nashik,Agriculture,PMKSY,State,District,Maharashtra,Nashik,4867002.7,4637766.87,0.9529,229235.83
291,2023,1,Maharashtra,Nashik,Agriculture,PMKSY,District,Department,Nashik,Agriculture - PMKSY,4512346.76,4372464.01,0.969,139882.75
292,2023,1,Maharashtra,Nashik,Education,SSA,Central,State,Central Government,Maharashtra,7585944.32,7408433.22,0.9766,177511.1
293,2023,1,Maharashtra,Nashik,Education,SSA,State,District,Maharashtra,Nashik,7272636.96,6923550.39,0.952,349086.57
294,2023,1,Maharashtra,Nashik,Education,SSA,District,Department,Nashik,Education - SSA,6603635.05,6117607.51,0.9264,486027.54
295,2023,1,Maharashtra,Nashik,Health,NHM,Central,State,Central Government,Maharashtra,9200237.18,8951830.78,0.973,248406.4
296,2023,1,Maharashtra,Nashik,Health,NHM,State,District,Maharashtra,Nashik,8566377.11,8326518.55,0.972,239858.56
297,2023,1,Maharashtra,Nashik,Health,NHM,District,Department,Nashik,Health - NHM,7985914.02,7485197.21,0.9373,500716.81
298,2023,1,Maharashtra,Nashik,Infrastructure,PMGSY,Central,State,Central Government,Maharashtra,12370347.94,11029402.22,0.8916,1340945.72
299,2023,1,Maharashtra,Nashik,Infrastructure,PMGSY,State,District,Maharashtra,Nashik,10846070.25,8919808.17,0.8224,1926262.08
300,2023,1,Maharashtra,Nashik,Infrastructure,PMGSY,District,Department,Nashik,Infrastructure - PMGSY,8559576.82,6711564.18,0.7841,1848012.64
301,2023,1,Maharashtra,Nashik,Rural Development,MGNREGS,Central,State,Central Government,Maharashtra,6737104.15,6232495.05,0.9251,504609.1
302,2023,1,Maharashtra,Nashik,Rural Development,MGNREGS,State,District,Maharashtra,Nashik,5976031.15,5252333.78,0.8789,723697.37
303,2023,1,Maharashtra,Nashik,Rural Development,MGNREGS,District,Department,Nashik,Rural Development - MGNREGS,5021398.08,4430379.53,0.8823,591018.55
304,2023,1,Maharashtra,Nashik,Social Welfare,PMAY,Central,State,Central Government,Maharashtra,7162284.47,6999700.61,0.9773,162583.86
305,2023,1,Maharashtra,Nashik,Social Welfare,PMAY,State,District,Maharashtra,Nashik,6825904.09,6651843.54,0.9745,174060.55
306,2023,1,Maharashtra,Nashik,Social Welfare,PMAY,District,Department,Nashik,Social Welfare - PMAY,6332326.27,6079033.22,0.96,253293.05
307,2023,1,Maharashtra,Nashik,Urban Development,AMRUT,Central,State,Central Government,Maharashtra,6005589.77,5449472.16,0.9074,556117.61
308,2023,1,Maharashtra,Nashik,Urban Development,AMRUT,State,District,Maharashtra,Nashik,5415025.67,5209796.2,0.9621,205229.47
309,2023,1,Maharashtra,Nashik,Urban Development,AMRUT,District,Department,Nashik,Urban Development - AMRUT,4965216.58,4316759.29,0.8694,648457.29
310,2023,1,Maharashtra,Nashik,Water Supply,JJM,Central,State,Central Government,Maharashtra,5306297.61,5132781.68,0.9673,173515.93
311,2023,1,Maharashtra,Nashik,Water Supply,JJM,State,District,Maharashtra,Nashik,4923497.9,4386344.28,0.8909,537153.62
312,2023,1,Maharashtra,Nashik,Water Supply,JJM,District,Department,Nashik,Water Supply - JJM,4248277.98,3755052.91,0.8839,493225.07
313,2023,1,Maharashtra,Pune,Agriculture,PMKSY,Central,State,Central Government,Maharashtra,5353109.86,5232129.58,0.9774,120980.28
314,2023,1,Maharashtra,Pune,Agriculture,PMKSY,State,District,Maharashtra,Pune,5091525.18,4976456.71,0.9774,115068.47
315,2023,1,Maharashtra,Pune,Agriculture,PMKSY,District,Department,Pune,Agriculture - PMKSY,4736761.49,4417503.77,0.9326,319257.72
316,2023,1,Maharashtra,Pune,Education,SSA,Central,State,Central Government,Maharashtra,7785200.0,7690999.08,0.9879,94200.92
317,2023,1,Maharashtra,Pune,Education,SSA,State,District,Maharashtra,Pune,7503214.66,7252607.29,0.9666,250607.37
318,2023,1,Maharashtra,Pune,Education,SSA,District,Department,Pune,Education - SSA,6928840.75,6529739.52,0.9424,399101.23
319,2023,1,Maharashtra,Pune,Health,NHM,Central,State,Central Government,Maharashtra,8911331.26,8686765.71,0.9748,224565.55
320,2023,1,Maharashtra,Pune,Health,NHM,State,District,Maharashtra,Pune,8369370.07,8025388.96,0.9589,343981.11
321,2023,1,Maharashtra,Pune,Health,NHM,District,Department,Pune,Health - NHM,7632173.47,7144477.59,0.9361,487695.88
322,2023,1,Maharashtra,Pune,Infrastructure,PMGSY,Central,State,Central Government,Maharashtra,12777480.84,11149629.78,0.8726,1627851.06
323,2023,1,Maharashtra,Pune,Infrastructure,PMGSY,State,District,Maharashtra,Pune,10658913.46,9761432.95,0.9158,897480.51
324,2023,1,Maharashtra,Pune,Infrastructure,PMGSY,District,Department,Pune,Infrastructure - PMGSY,9563076.95,8108532.95,0.8479,1454544.0
325,2023,1,Maharashtra,Pune,Rural Development,MGNREGS,Central,State,Central Government,Maharashtra,7887227.39,7452641.16,0.9449,434586.23
326,2023,1,Maharashtra,Pune,Rural Development,MGNREGS,State,District,Maharashtra,Pune,7112398.39,6569722.39,0.9237,542676.0
327,2023,1,Maharashtra,Pune,Rural Development,MGNREGS,District,Department,Pune,Rural Development - MGNREGS,6434005.43,5804759.7,0.9022,629245.73
328,2023,1,Maharashtra,Pune,Social Welfare,PMAY,Central,State,Central Government,Maharashtra,6674109.14,6083450.48,0.9115,590658.66
329,2023,1,Maharashtra,Pune,Social Welfare,PMAY,State,District,Maharashtra,Pune,5865594.79,5315988.56,0.9063,549606.23
330,2023,1,Maharashtra,Pune,Social Welfare,PMAY,District,Department,Pune,Social Welfare - PMAY,5221873.57,4647467.48,0.89,574406.09
331,2023,1,Maharashtra,Pune,Urban Development,AMRUT,Central,State,Central Government,Maharashtra,6283006.95,6218291.98,0.9897,64714.97
332,2023,1,Maharashtra,Pune,Urban Development,AMRUT,State,District,Maharashtra,Pune,6095721.62,5802517.41,0.9519,293204.21
333,2023,1,Maharashtra,Pune,Urban Development,AMRUT,District,Department,Pune,Urban Development - AMRUT,5541921.27,5140686.17,0.9276,401235.1
334,2023,1,Maharashtra,Pune,Water Supply,JJM,Central,State,Central Government,Maharashtra,4792915.29,4664465.16,0.9732,128450.13
335,2023,1,Maharashtra,Pune,Water Supply,JJM,State,District,Maharashtra,Pune,4474753.67,4270257.43,0.9543,204496.24
336,2023,1,Maharashtra,Pune,Water Supply,JJM,District,Department,Pune,Water Supply - JJM,4093762.05,3949661.63,0.9648,144100.42
337,2023,1,Maharashtra,Solapur,Agriculture,PMKSY,Central,State,Central Government,Maharashtra,5611885.86,5315578.29,0.9472,296307.57
338,2023,1,Maharashtra,Solapur,Agriculture,PMKSY,State,District,Maharashtra,Solapur,5158874.2,4994822.0,0.9682,164052.2
339,2023,1,Maharashtra,Solapur,Agriculture,PMKSY,District,Department,Solapur,Agriculture - PMKSY,4773061.62,4189793.49,0.8778,583268.13
340,2023,1,Maharashtra,Solapur,Education,SSA,Central,State,Central Government,Maharashtra,8376312.33,8191195.83,0.9779,185116.5
341,2023,1,Maharashtra,Solapur,Education,SSA,State,District,Maharashtra,Solapur,8116275.91,7270559.96,0.8958,845715.95
